claim_id,location,claim_type,value_paper,needs_block,claim,notes
fg2_axis_0p00,"Figure G.2, p. 15",structural,0.00,FALSE,"x-axis break at 0.00, in both panels","A plotting default, not an estimate"
fg2_axis_0p05,"Figure G.2, p. 15",structural,0.05,FALSE,"x-axis break at 0.05, in both panels","A plotting default, not an estimate"
app_toc_A,"Appendix contents, p. 1",structural,2,FALSE,Contents entry: appendix section A begins on page 2,Front matter
app_toc_B,"Appendix contents, p. 1",structural,4,FALSE,Contents entry: appendix section B begins on page 4,Front matter
app_toc_C,"Appendix contents, p. 1",structural,7,FALSE,Contents entry: appendix section C begins on page 7,Front matter
app_toc_D,"Appendix contents, p. 1",structural,8,FALSE,Contents entry: appendix section D begins on page 8,Front matter
app_toc_E,"Appendix contents, p. 1",structural,10,FALSE,Contents entry: appendix section E begins on page 10,Front matter
app_toc_F,"Appendix contents, p. 1",structural,10,FALSE,Contents entry: appendix section F begins on page 10,Front matter
app_toc_F1,"Appendix contents, p. 1",structural,11,FALSE,Contents entry: appendix section F1 begins on page 11,Front matter
app_toc_F2,"Appendix contents, p. 1",structural,11,FALSE,Contents entry: appendix section F2 begins on page 11,Front matter
app_toc_G,"Appendix contents, p. 1",structural,15,FALSE,Contents entry: appendix section G begins on page 15,Front matter
app_toc_H,"Appendix contents, p. 1",structural,16,FALSE,Contents entry: appendix section H begins on page 16,Front matter
ta1_m1_any_est,"Table A.1, p. 2",pipeline,47.15,TRUE,Table A.1 cell m1_any_est,
ta1_m2_any_est,"Table A.1, p. 2",pipeline,6.54,TRUE,Table A.1 cell m2_any_est,
ta1_m1_any_se,"Table A.1, p. 2",pipeline,56.74,TRUE,Table A.1 cell m1_any_se,
ta1_m2_any_se,"Table A.1, p. 2",pipeline,18.70,TRUE,Table A.1 cell m2_any_se,
ta1_m3_tv1_est,"Table A.1, p. 2",pipeline,18.07,TRUE,Table A.1 cell m3_tv1_est,
ta1_m4_tv1_est,"Table A.1, p. 2",pipeline,-14.52,TRUE,Table A.1 cell m4_tv1_est,
ta1_m3_tv1_se,"Table A.1, p. 2",pipeline,53.37,TRUE,Table A.1 cell m3_tv1_se,
ta1_m4_tv1_se,"Table A.1, p. 2",pipeline,21.94,TRUE,Table A.1 cell m4_tv1_se,
ta1_m3_tv2_est,"Table A.1, p. 2",pipeline,77.45,TRUE,Table A.1 cell m3_tv2_est,
ta1_m4_tv2_est,"Table A.1, p. 2",pipeline,26.70,TRUE,Table A.1 cell m4_tv2_est,
ta1_m3_tv2_se,"Table A.1, p. 2",pipeline,84.91,TRUE,Table A.1 cell m3_tv2_se,
ta1_m4_tv2_se,"Table A.1, p. 2",pipeline,22.81,TRUE,Table A.1 cell m4_tv2_se,
ta1_m2_x2016_est,"Table A.1, p. 2",pipeline,0.73,TRUE,Table A.1 cell m2_x2016_est,
ta1_m4_x2016_est,"Table A.1, p. 2",pipeline,0.73,TRUE,Table A.1 cell m4_x2016_est,
ta1_m2_x2016_se,"Table A.1, p. 2",pipeline,0.04,TRUE,Table A.1 cell m2_x2016_se,
ta1_m4_x2016_se,"Table A.1, p. 2",pipeline,0.04,TRUE,Table A.1 cell m4_x2016_se,
ta1_m2_m2016_est,"Table A.1, p. 2",pipeline,-66.23,TRUE,Table A.1 cell m2_m2016_est,
ta1_m4_m2016_est,"Table A.1, p. 2",pipeline,-60.47,TRUE,Table A.1 cell m4_m2016_est,
ta1_m2_m2016_se,"Table A.1, p. 2",pipeline,70.20,TRUE,Table A.1 cell m2_m2016_se,
ta1_m4_m2016_se,"Table A.1, p. 2",pipeline,65.58,TRUE,Table A.1 cell m4_m2016_se,
ta1_m2_x2014_est,"Table A.1, p. 2",pipeline,0.07,TRUE,Table A.1 cell m2_x2014_est,
ta1_m4_x2014_est,"Table A.1, p. 2",pipeline,0.07,TRUE,Table A.1 cell m4_x2014_est,
ta1_m2_x2014_se,"Table A.1, p. 2",pipeline,0.04,TRUE,Table A.1 cell m2_x2014_se,
ta1_m4_x2014_se,"Table A.1, p. 2",pipeline,0.04,TRUE,Table A.1 cell m4_x2014_se,
ta1_m2_m2014_est,"Table A.1, p. 2",pipeline,10.77,TRUE,Table A.1 cell m2_m2014_est,
ta1_m4_m2014_est,"Table A.1, p. 2",pipeline,15.15,TRUE,Table A.1 cell m4_m2014_est,
ta1_m2_m2014_se,"Table A.1, p. 2",pipeline,20.48,TRUE,Table A.1 cell m2_m2014_se,
ta1_m4_m2014_se,"Table A.1, p. 2",pipeline,20.69,TRUE,Table A.1 cell m4_m2014_se,
ta1_m2_x2012_est,"Table A.1, p. 2",pipeline,0.03,TRUE,Table A.1 cell m2_x2012_est,
ta1_m4_x2012_est,"Table A.1, p. 2",pipeline,0.02,TRUE,Table A.1 cell m4_x2012_est,
ta1_m2_x2012_se,"Table A.1, p. 2",pipeline,0.05,TRUE,Table A.1 cell m2_x2012_se,
ta1_m4_x2012_se,"Table A.1, p. 2",pipeline,0.06,TRUE,Table A.1 cell m4_x2012_se,
ta1_m2_m2012_est,"Table A.1, p. 2",pipeline,33.90,TRUE,Table A.1 cell m2_m2012_est,
ta1_m4_m2012_est,"Table A.1, p. 2",pipeline,29.43,TRUE,Table A.1 cell m4_m2012_est,
ta1_m2_m2012_se,"Table A.1, p. 2",pipeline,17.93,TRUE,Table A.1 cell m2_m2012_se,
ta1_m4_m2012_se,"Table A.1, p. 2",pipeline,18.37,TRUE,Table A.1 cell m4_m2012_se,
ta1_m1_int_est,"Table A.1, p. 2",pipeline,-72.16,TRUE,Table A.1 cell m1_int_est,
ta1_m1_int_se,"Table A.1, p. 2",pipeline,37.75,TRUE,Table A.1 cell m1_int_se,
ta1_m2_int_est,"Table A.1, p. 2",pipeline,88.28,TRUE,Table A.1 cell m2_int_est,
ta1_m2_int_se,"Table A.1, p. 2",pipeline,17.70,TRUE,Table A.1 cell m2_int_se,
ta1_m3_int_est,"Table A.1, p. 2",pipeline,-72.16,TRUE,Table A.1 cell m3_int_est,
ta1_m3_int_se,"Table A.1, p. 2",pipeline,37.75,TRUE,Table A.1 cell m3_int_se,
ta1_m4_int_est,"Table A.1, p. 2",pipeline,89.62,TRUE,Table A.1 cell m4_int_est,
ta1_m4_int_se,"Table A.1, p. 2",pipeline,17.51,TRUE,Table A.1 cell m4_int_se,
ta1_m1_r2,"Table A.1, p. 2",pipeline,0.00,TRUE,Table A.1 cell m1_r2,
ta1_m1_nobs,"Table A.1, p. 2",pipeline,857,TRUE,Table A.1 cell m1_nobs,
ta1_m2_r2,"Table A.1, p. 2",pipeline,0.86,TRUE,Table A.1 cell m2_r2,
ta1_m2_nobs,"Table A.1, p. 2",pipeline,857,TRUE,Table A.1 cell m2_nobs,
ta1_m3_r2,"Table A.1, p. 2",pipeline,0.01,TRUE,Table A.1 cell m3_r2,
ta1_m3_nobs,"Table A.1, p. 2",pipeline,857,TRUE,Table A.1 cell m3_nobs,
ta1_m4_r2,"Table A.1, p. 2",pipeline,0.86,TRUE,Table A.1 cell m4_r2,
ta1_m4_nobs,"Table A.1, p. 2",pipeline,857,TRUE,Table A.1 cell m4_nobs,
ta1_m1_nclust,"Table A.1, p. 2",pipeline,154,TRUE,Table A.1 cell m1_nclust,
ta1_m2_nclust,"Table A.1, p. 2",pipeline,154,TRUE,Table A.1 cell m2_nclust,
ta1_m3_nclust,"Table A.1, p. 2",pipeline,154,TRUE,Table A.1 cell m3_nclust,
ta1_m4_nclust,"Table A.1, p. 2",pipeline,154,TRUE,Table A.1 cell m4_nclust,
ta2_m1_any_est,"Table A.2, p. 3",pipeline,-23.59,TRUE,Table A.2 cell m1_any_est,
ta2_m2_any_est,"Table A.2, p. 3",pipeline,10.19,TRUE,Table A.2 cell m2_any_est,
ta2_m1_any_se,"Table A.2, p. 3",pipeline,103.35,TRUE,Table A.2 cell m1_any_se,
ta2_m2_any_se,"Table A.2, p. 3",pipeline,23.68,TRUE,Table A.2 cell m2_any_se,
ta2_m3_tv1_est,"Table A.2, p. 3",pipeline,-115.52,TRUE,Table A.2 cell m3_tv1_est,
ta2_m4_tv1_est,"Table A.2, p. 3",pipeline,15.63,TRUE,Table A.2 cell m4_tv1_est,
ta2_m3_tv1_se,"Table A.2, p. 3",pipeline,140.93,TRUE,Table A.2 cell m3_tv1_se,
ta2_m4_tv1_se,"Table A.2, p. 3",pipeline,29.01,TRUE,Table A.2 cell m4_tv1_se,
ta2_m3_tv2_est,"Table A.2, p. 3",pipeline,72.22,TRUE,Table A.2 cell m3_tv2_est,
ta2_m4_tv2_est,"Table A.2, p. 3",pipeline,4.98,TRUE,Table A.2 cell m4_tv2_est,
ta2_m3_tv2_se,"Table A.2, p. 3",pipeline,112.06,TRUE,Table A.2 cell m3_tv2_se,
ta2_m4_tv2_se,"Table A.2, p. 3",pipeline,28.28,TRUE,Table A.2 cell m4_tv2_se,
ta2_m2_x2016_est,"Table A.2, p. 3",pipeline,0.87,TRUE,Table A.2 cell m2_x2016_est,
ta2_m4_x2016_est,"Table A.2, p. 3",pipeline,0.87,TRUE,Table A.2 cell m4_x2016_est,
ta2_m2_x2016_se,"Table A.2, p. 3",pipeline,0.02,TRUE,Table A.2 cell m2_x2016_se,
ta2_m4_x2016_se,"Table A.2, p. 3",pipeline,0.02,TRUE,Table A.2 cell m4_x2016_se,
ta2_m2_m2016_est,"Table A.2, p. 3",pipeline,858.20,TRUE,Table A.2 cell m2_m2016_est,
ta2_m4_m2016_est,"Table A.2, p. 3",pipeline,857.18,TRUE,Table A.2 cell m4_m2016_est,
ta2_m2_m2016_se,"Table A.2, p. 3",pipeline,124.46,TRUE,Table A.2 cell m2_m2016_se,
ta2_m4_m2016_se,"Table A.2, p. 3",pipeline,123.83,TRUE,Table A.2 cell m4_m2016_se,
ta2_m2_x2014_est,"Table A.2, p. 3",pipeline,0.02,TRUE,Table A.2 cell m2_x2014_est,
ta2_m4_x2014_est,"Table A.2, p. 3",pipeline,0.02,TRUE,Table A.2 cell m4_x2014_est,
ta2_m2_x2014_se,"Table A.2, p. 3",pipeline,0.02,TRUE,Table A.2 cell m2_x2014_se,
ta2_m4_x2014_se,"Table A.2, p. 3",pipeline,0.02,TRUE,Table A.2 cell m4_x2014_se,
ta2_m2_m2014_est,"Table A.2, p. 3",pipeline,-8.21,TRUE,Table A.2 cell m2_m2014_est,
ta2_m4_m2014_est,"Table A.2, p. 3",pipeline,-9.20,TRUE,Table A.2 cell m4_m2014_est,
ta2_m2_m2014_se,"Table A.2, p. 3",pipeline,36.72,TRUE,Table A.2 cell m2_m2014_se,
ta2_m4_m2014_se,"Table A.2, p. 3",pipeline,36.16,TRUE,Table A.2 cell m4_m2014_se,
ta2_m2_x2012_est,"Table A.2, p. 3",pipeline,-0.00,TRUE,Table A.2 cell m2_x2012_est,
ta2_m4_x2012_est,"Table A.2, p. 3",pipeline,-0.00,TRUE,Table A.2 cell m4_x2012_est,
ta2_m2_x2012_se,"Table A.2, p. 3",pipeline,0.04,TRUE,Table A.2 cell m2_x2012_se,
ta2_m4_x2012_se,"Table A.2, p. 3",pipeline,0.04,TRUE,Table A.2 cell m4_x2012_se,
ta2_m2_m2012_est,"Table A.2, p. 3",pipeline,-66.11,TRUE,Table A.2 cell m2_m2012_est,
ta2_m4_m2012_est,"Table A.2, p. 3",pipeline,-65.34,TRUE,Table A.2 cell m4_m2012_est,
ta2_m2_m2012_se,"Table A.2, p. 3",pipeline,49.82,TRUE,Table A.2 cell m2_m2012_se,
ta2_m4_m2012_se,"Table A.2, p. 3",pipeline,48.82,TRUE,Table A.2 cell m4_m2012_se,
ta2_m1_int_est,"Table A.2, p. 3",pipeline,1348.33,TRUE,Table A.2 cell m1_int_est,
ta2_m1_int_se,"Table A.2, p. 3",pipeline,69.36,TRUE,Table A.2 cell m1_int_se,
ta2_m2_int_est,"Table A.2, p. 3",pipeline,42.55,TRUE,Table A.2 cell m2_int_est,
ta2_m2_int_se,"Table A.2, p. 3",pipeline,48.37,TRUE,Table A.2 cell m2_int_se,
ta2_m3_int_est,"Table A.2, p. 3",pipeline,1348.33,TRUE,Table A.2 cell m3_int_est,
ta2_m3_int_se,"Table A.2, p. 3",pipeline,69.36,TRUE,Table A.2 cell m3_int_se,
ta2_m4_int_est,"Table A.2, p. 3",pipeline,41.89,TRUE,Table A.2 cell m4_int_est,
ta2_m4_int_se,"Table A.2, p. 3",pipeline,47.81,TRUE,Table A.2 cell m4_int_se,
ta2_m1_r2,"Table A.2, p. 3",pipeline,0.00,TRUE,Table A.2 cell m1_r2,
ta2_m1_nobs,"Table A.2, p. 3",pipeline,857,TRUE,Table A.2 cell m1_nobs,
ta2_m2_r2,"Table A.2, p. 3",pipeline,0.91,TRUE,Table A.2 cell m2_r2,
ta2_m2_nobs,"Table A.2, p. 3",pipeline,857,TRUE,Table A.2 cell m2_nobs,
ta2_m3_r2,"Table A.2, p. 3",pipeline,0.00,TRUE,Table A.2 cell m3_r2,
ta2_m3_nobs,"Table A.2, p. 3",pipeline,857,TRUE,Table A.2 cell m3_nobs,
ta2_m4_r2,"Table A.2, p. 3",pipeline,0.91,TRUE,Table A.2 cell m4_r2,
ta2_m4_nobs,"Table A.2, p. 3",pipeline,857,TRUE,Table A.2 cell m4_nobs,
ta2_m1_nclust,"Table A.2, p. 3",pipeline,154,TRUE,Table A.2 cell m1_nclust,
ta2_m2_nclust,"Table A.2, p. 3",pipeline,154,TRUE,Table A.2 cell m2_nclust,
ta2_m3_nclust,"Table A.2, p. 3",pipeline,154,TRUE,Table A.2 cell m3_nclust,
ta2_m4_nclust,"Table A.2, p. 3",pipeline,154,TRUE,Table A.2 cell m4_nclust,
tb3_m1_any_est,"Table B.3, p. 4",pipeline,51.94,TRUE,Table B.3 cell m1_any_est,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m2_any_est,"Table B.3, p. 4",pipeline,3.62,TRUE,Table B.3 cell m2_any_est,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m1_any_se,"Table B.3, p. 4",pipeline,55.15,TRUE,Table B.3 cell m1_any_se,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m2_any_se,"Table B.3, p. 4",pipeline,18.95,TRUE,Table B.3 cell m2_any_se,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m3_tv1_est,"Table B.3, p. 4",pipeline,31.94,TRUE,Table B.3 cell m3_tv1_est,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m4_tv1_est,"Table B.3, p. 4",pipeline,-21.37,TRUE,Table B.3 cell m4_tv1_est,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m3_tv1_se,"Table B.3, p. 4",pipeline,53.25,TRUE,Table B.3 cell m3_tv1_se,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m4_tv1_se,"Table B.3, p. 4",pipeline,22.62,TRUE,Table B.3 cell m4_tv1_se,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m3_tv2_est,"Table B.3, p. 4",pipeline,71.72,TRUE,Table B.3 cell m3_tv2_est,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m4_tv2_est,"Table B.3, p. 4",pipeline,26.63,TRUE,Table B.3 cell m4_tv2_est,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m3_tv2_se,"Table B.3, p. 4",pipeline,80.34,TRUE,Table B.3 cell m3_tv2_se,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m4_tv2_se,"Table B.3, p. 4",pipeline,22.79,TRUE,Table B.3 cell m4_tv2_se,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m2_x2016_est,"Table B.3, p. 4",pipeline,0.74,TRUE,Table B.3 cell m2_x2016_est,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m4_x2016_est,"Table B.3, p. 4",pipeline,0.74,TRUE,Table B.3 cell m4_x2016_est,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m2_x2016_se,"Table B.3, p. 4",pipeline,0.04,TRUE,Table B.3 cell m2_x2016_se,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m4_x2016_se,"Table B.3, p. 4",pipeline,0.04,TRUE,Table B.3 cell m4_x2016_se,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m2_m2016_est,"Table B.3, p. 4",pipeline,-76.80,TRUE,Table B.3 cell m2_m2016_est,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m4_m2016_est,"Table B.3, p. 4",pipeline,-73.27,TRUE,Table B.3 cell m4_m2016_est,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m2_m2016_se,"Table B.3, p. 4",pipeline,68.68,TRUE,Table B.3 cell m2_m2016_se,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m4_m2016_se,"Table B.3, p. 4",pipeline,64.05,TRUE,Table B.3 cell m4_m2016_se,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m2_x2014_est,"Table B.3, p. 4",pipeline,0.05,TRUE,Table B.3 cell m2_x2014_est,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m4_x2014_est,"Table B.3, p. 4",pipeline,0.05,TRUE,Table B.3 cell m4_x2014_est,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m2_x2014_se,"Table B.3, p. 4",pipeline,0.04,TRUE,Table B.3 cell m2_x2014_se,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m4_x2014_se,"Table B.3, p. 4",pipeline,0.04,TRUE,Table B.3 cell m4_x2014_se,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m2_m2014_est,"Table B.3, p. 4",pipeline,10.24,TRUE,Table B.3 cell m2_m2014_est,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m4_m2014_est,"Table B.3, p. 4",pipeline,15.22,TRUE,Table B.3 cell m4_m2014_est,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m2_m2014_se,"Table B.3, p. 4",pipeline,18.08,TRUE,Table B.3 cell m2_m2014_se,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m4_m2014_se,"Table B.3, p. 4",pipeline,18.50,TRUE,Table B.3 cell m4_m2014_se,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m2_x2012_est,"Table B.3, p. 4",pipeline,0.03,TRUE,Table B.3 cell m2_x2012_est,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m4_x2012_est,"Table B.3, p. 4",pipeline,0.02,TRUE,Table B.3 cell m4_x2012_est,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m2_x2012_se,"Table B.3, p. 4",pipeline,0.05,TRUE,Table B.3 cell m2_x2012_se,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m4_x2012_se,"Table B.3, p. 4",pipeline,0.05,TRUE,Table B.3 cell m4_x2012_se,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m2_m2012_est,"Table B.3, p. 4",pipeline,30.59,TRUE,Table B.3 cell m2_m2012_est,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m4_m2012_est,"Table B.3, p. 4",pipeline,26.69,TRUE,Table B.3 cell m4_m2012_est,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m2_m2012_se,"Table B.3, p. 4",pipeline,19.24,TRUE,Table B.3 cell m2_m2012_se,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m4_m2012_se,"Table B.3, p. 4",pipeline,19.45,TRUE,Table B.3 cell m4_m2012_se,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m1_int_est,"Table B.3, p. 4",pipeline,-126.10,TRUE,Table B.3 cell m1_int_est,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m1_int_se,"Table B.3, p. 4",pipeline,64.62,TRUE,Table B.3 cell m1_int_se,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m2_int_est,"Table B.3, p. 4",pipeline,62.96,TRUE,Table B.3 cell m2_int_est,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m2_int_se,"Table B.3, p. 4",pipeline,19.54,TRUE,Table B.3 cell m2_int_se,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m3_int_est,"Table B.3, p. 4",pipeline,-127.86,TRUE,Table B.3 cell m3_int_est,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m3_int_se,"Table B.3, p. 4",pipeline,64.25,TRUE,Table B.3 cell m3_int_se,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m4_int_est,"Table B.3, p. 4",pipeline,61.80,TRUE,Table B.3 cell m4_int_est,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m4_int_se,"Table B.3, p. 4",pipeline,19.75,TRUE,Table B.3 cell m4_int_se,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m1_r2,"Table B.3, p. 4",pipeline,0.06,TRUE,Table B.3 cell m1_r2,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m1_nobs,"Table B.3, p. 4",pipeline,857,TRUE,Table B.3 cell m1_nobs,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m2_r2,"Table B.3, p. 4",pipeline,0.86,TRUE,Table B.3 cell m2_r2,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m2_nobs,"Table B.3, p. 4",pipeline,857,TRUE,Table B.3 cell m2_nobs,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m3_r2,"Table B.3, p. 4",pipeline,0.06,TRUE,Table B.3 cell m3_r2,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m3_nobs,"Table B.3, p. 4",pipeline,857,TRUE,Table B.3 cell m3_nobs,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m4_r2,"Table B.3, p. 4",pipeline,0.86,TRUE,Table B.3 cell m4_r2,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m4_nobs,"Table B.3, p. 4",pipeline,857,TRUE,Table B.3 cell m4_nobs,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m1_nclust,"Table B.3, p. 4",pipeline,154,TRUE,Table B.3 cell m1_nclust,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m2_nclust,"Table B.3, p. 4",pipeline,154,TRUE,Table B.3 cell m2_nclust,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m3_nclust,"Table B.3, p. 4",pipeline,154,TRUE,Table B.3 cell m3_nclust,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb3_m4_nclust,"Table B.3, p. 4",pipeline,154,TRUE,Table B.3 cell m4_nclust,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
tb4_m1_any_est,"Table B.4, p. 5",pipeline,51.94,TRUE,Table B.4 cell m1_any_est,
tb4_m2_any_est,"Table B.4, p. 5",pipeline,3.62,TRUE,Table B.4 cell m2_any_est,
tb4_m1_any_se,"Table B.4, p. 5",pipeline,55.15,TRUE,Table B.4 cell m1_any_se,
tb4_m2_any_se,"Table B.4, p. 5",pipeline,18.95,TRUE,Table B.4 cell m2_any_se,
tb4_m3_tv1_est,"Table B.4, p. 5",pipeline,31.94,TRUE,Table B.4 cell m3_tv1_est,
tb4_m4_tv1_est,"Table B.4, p. 5",pipeline,-21.37,TRUE,Table B.4 cell m4_tv1_est,
tb4_m3_tv1_se,"Table B.4, p. 5",pipeline,53.25,TRUE,Table B.4 cell m3_tv1_se,
tb4_m4_tv1_se,"Table B.4, p. 5",pipeline,22.62,TRUE,Table B.4 cell m4_tv1_se,
tb4_m3_tv2_est,"Table B.4, p. 5",pipeline,71.72,TRUE,Table B.4 cell m3_tv2_est,
tb4_m4_tv2_est,"Table B.4, p. 5",pipeline,26.63,TRUE,Table B.4 cell m4_tv2_est,
tb4_m3_tv2_se,"Table B.4, p. 5",pipeline,80.34,TRUE,Table B.4 cell m3_tv2_se,
tb4_m4_tv2_se,"Table B.4, p. 5",pipeline,22.79,TRUE,Table B.4 cell m4_tv2_se,
tb4_m2_x2016_est,"Table B.4, p. 5",pipeline,0.74,TRUE,Table B.4 cell m2_x2016_est,
tb4_m4_x2016_est,"Table B.4, p. 5",pipeline,0.74,TRUE,Table B.4 cell m4_x2016_est,
tb4_m2_x2016_se,"Table B.4, p. 5",pipeline,0.04,TRUE,Table B.4 cell m2_x2016_se,
tb4_m4_x2016_se,"Table B.4, p. 5",pipeline,0.04,TRUE,Table B.4 cell m4_x2016_se,
tb4_m2_m2016_est,"Table B.4, p. 5",pipeline,-76.80,TRUE,Table B.4 cell m2_m2016_est,
tb4_m4_m2016_est,"Table B.4, p. 5",pipeline,-73.27,TRUE,Table B.4 cell m4_m2016_est,
tb4_m2_m2016_se,"Table B.4, p. 5",pipeline,68.68,TRUE,Table B.4 cell m2_m2016_se,
tb4_m4_m2016_se,"Table B.4, p. 5",pipeline,64.05,TRUE,Table B.4 cell m4_m2016_se,
tb4_m2_x2014_est,"Table B.4, p. 5",pipeline,0.05,TRUE,Table B.4 cell m2_x2014_est,
tb4_m4_x2014_est,"Table B.4, p. 5",pipeline,0.05,TRUE,Table B.4 cell m4_x2014_est,
tb4_m2_x2014_se,"Table B.4, p. 5",pipeline,0.04,TRUE,Table B.4 cell m2_x2014_se,
tb4_m4_x2014_se,"Table B.4, p. 5",pipeline,0.04,TRUE,Table B.4 cell m4_x2014_se,
tb4_m2_m2014_est,"Table B.4, p. 5",pipeline,10.24,TRUE,Table B.4 cell m2_m2014_est,
tb4_m4_m2014_est,"Table B.4, p. 5",pipeline,15.22,TRUE,Table B.4 cell m4_m2014_est,
tb4_m2_m2014_se,"Table B.4, p. 5",pipeline,18.08,TRUE,Table B.4 cell m2_m2014_se,
tb4_m4_m2014_se,"Table B.4, p. 5",pipeline,18.50,TRUE,Table B.4 cell m4_m2014_se,
tb4_m2_x2012_est,"Table B.4, p. 5",pipeline,0.03,TRUE,Table B.4 cell m2_x2012_est,
tb4_m4_x2012_est,"Table B.4, p. 5",pipeline,0.02,TRUE,Table B.4 cell m4_x2012_est,
tb4_m2_x2012_se,"Table B.4, p. 5",pipeline,0.05,TRUE,Table B.4 cell m2_x2012_se,
tb4_m4_x2012_se,"Table B.4, p. 5",pipeline,0.05,TRUE,Table B.4 cell m4_x2012_se,
